Series,SetName,TotalSetCardCount,SetCode,CardName,CardNumber,Rarity,MedPrice,Evolution,ImageName
Diamond & Pearl,Mysterious Treasures,123,MT,Finneon,83,Common,$0.38,Basic,finneon-mysterious-treasures-mt-83.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Geodude,84,Common,$0.25,Basic,geodude-mysterious-treasures-mt-84.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Gible,85,Common,$0.25,Basic,gible-mysterious-treasures-mt-85.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Kricketot,86,Common,$0.28,Basic,kricketot-mysterious-treasures-mt-86.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Larvitar,87,Common,$0.32,Basic,larvitar-mysterious-treasures-mt-87.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Magby,88,Common,$0.35,Basic,magby-mysterious-treasures-mt-88.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Magikarp,89,Common,$0.27,Basic,magikarp-mysterious-treasures-mt-89.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Murkrow,90,Common,$0.29,Basic,murkrow-mysterious-treasures-mt-90.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Nidoran ,91,Common,$0.35,Basic,nidoran-male-mysterious-treasures-mt-91.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Paras,92,Common,$0.25,Basic,paras-mysterious-treasures-mt-92.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Pichu,93,Common,$0.96,Basic,pichu-mysterious-treasures-mt-93.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Pikachu,94,Common,$0.89,Basic,pikachu-mysterious-treasures-mt-94.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Remoraid,95,Common,$0.25,Basic,remoraid-mysterious-treasures-mt-95.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Sandshrew,96,Common,$0.25,Basic,sandshrew-mysterious-treasures-mt-96.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Seel,97,Common,$0.39,Basic,seel-mysterious-treasures-mt-97.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Shinx,98,Common,$0.27,Basic,shinx-mysterious-treasures-mt-98.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Slakoth,99,Common,$0.34,Basic,slakoth-mysterious-treasures-mt-99.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Snorunt,100,Common,$0.54,Basic,snorunt-mysterious-treasures-mt-100.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Snover,101,Common,$0.25,Basic,snover-mysterious-treasures-mt-101.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Spheal,102,Common,$0.25,Basic,spheal-mysterious-treasures-mt-102.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Spinarak,103,Common,$0.25,Basic,spinarak-mysterious-treasures-mt-103.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Surskit,104,Common,$0.25,Basic,surskit-mysterious-treasures-mt-104.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Teddiursa,105,Common,$0.34,Basic,teddiursa-mysterious-treasures-mt-105.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Totodile,106,Common,$0.30,Basic,totodile-mysterious-treasures-mt-106.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Vulpix,107,Common,$0.26,Basic,vulpix-mysterious-treasures-mt-107.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Zubat,108,Common,$0.25,Basic,zubat-mysterious-treasures-mt-108.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Bebe’s Search,109,Uncommon,$0.31,-----,bebes-search-mysterious-treasures-mt-109.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Dusk Ball,110,Uncommon,$0.25,-----,dusk-ball-mysterious-treasures-mt-110.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Fossil Excavator,111,Uncommon,$0.24,-----,fossil-excavator-mysterious-treasures-mt-111.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Lake Boundary,112,Uncommon,$0.25,-----,lake-boundary-mysterious-treasures-mt-112.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Night Maintenance,113,Uncommon,$0.43,-----,night-maintenance-mysterious-treasures-mt-113.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Quick Ball,114,Uncommon,$2.52,-----,quick-ball-mysterious-treasures-mt-114.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Team Galactic’s Wager,115,Uncommon,$0.34,-----,team-galactics-wager-mysterious-treasures-mt-115.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Armor Fossil,116,Common,$0.25,-----,armor-fossil-mysterious-treasures-mt-116.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Skull Fossil,117,Common,$0.25,-----,skull-fossil-mysterious-treasures-mt-117.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Multi Energy,118,Rare,$2.65,-----,multi-energy-mysterious-treasures-mt-118.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Darkness Energy,119,Uncommon,$0.44,-----,darkness-energy-mysterious-treasures-mt-119.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Metal Energy,120,Uncommon,$0.88,-----,metal-energy-mysterious-treasures-mt-120.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Electivire LV.X,121,Rare Holo LV.X,$19.99,Level-Up,electivire-lv.x-mysterious-treasures-mt-121.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Lucario LV.X,122,Rare Holo LV.X,$23.40,Level-Up,lucario-lv.x-mysterious-treasures-mt-122.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Magmortar LV.X,123,Rare Holo LV.X,$29.67,Level-Up,magmortar-lv.x-mysterious-treasures-mt-123.jpg
Diamond & Pearl,Mysterious Treasures,123,MT,Time-Space Distortion,124,Rare Secret,-----,-----,time-space-distortion-mysterious-treasures-mt-124.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Dialga,1,Rare Holo,$0.96,Basic,dialga-diamond-pearl-dp-1.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Dusknoir,2,Rare Holo,$1.96,Stage 2,dusknoir-diamond-pearl-dp-2.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Electivire,3,Rare Holo,$1.47,Stage 1,electivire-diamond-pearl-dp-3.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Empoleon,4,Rare Holo,$1.30,Stage 2,empoleon-diamond-pearl-dp-4.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Infernape,5,Rare Holo,$0.95,Stage 2,infernape-diamond-pearl-dp-5.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Lucario,6,Rare Holo,$1.16,Stage 1,lucario-diamond-pearl-dp-6.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Luxray,7,Rare Holo,$1.80,Stage 2,luxray-diamond-pearl-dp-7.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Magnezone,8,Rare Holo,$0.69,Stage 2,magnezone-diamond-pearl-dp-8.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Manaphy,9,Rare Holo,$0.67,Basic,manaphy-diamond-pearl-dp-9.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Mismagius,10,Rare Holo,$1.16,Stage 1,mismagius-diamond-pearl-dp-10.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Palkia,11,Rare Holo,$1.36,Basic,palkia-diamond-pearl-dp-11.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Rhyperior,12,Rare Holo,$1.15,Stage 2,rhyperior-diamond-pearl-dp-12.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Roserade,13,Rare Holo,$0.61,Stage 1,roserade-diamond-pearl-dp-13.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Shiftry,14,Rare Holo,$0.72,Stage 2,shiftry-diamond-pearl-dp-14.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Skuntank,15,Rare Holo,$0.57,Stage 1,skuntank-diamond-pearl-dp-15.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Staraptor,16,Rare Holo,$1.29,Stage 2,staraptor-diamond-pearl-dp-16.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Torterra,17,Rare Holo,$1.09,Stage 2,torterra-diamond-pearl-dp-17.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Azumarill,18,Rare,$0.75,Stage 1,azumarill-diamond-pearl-dp-18.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Beautifly,19,Rare,$0.50,Stage 2,beautifly-diamond-pearl-dp-19.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Bibarel,20,Rare,$0.89,Stage 1,bibarel-diamond-pearl-dp-20.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Carnivine,21,Rare,$0.54,Basic,carnivine-diamond-pearl-dp-21.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Clefable,22,Rare,$0.55,Stage 1,clefable-diamond-pearl-dp-22.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Drapion,23,Rare,$0.59,Stage 1,drapion-diamond-pearl-dp-23.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Drifblim,24,Rare,$0.64,Stage 1,drifblim-diamond-pearl-dp-24.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Dustox,25,Rare,$0.79,Stage 2,dustox-diamond-pearl-dp-25.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Floatzel,26,Rare,$0.47,Stage 1,floatzel-diamond-pearl-dp-26.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Gengar,27,Rare,$4.00,Stage 2,gengar-diamond-pearl-dp-27.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Heracross,28,Rare,$0.63,Basic,heracross-diamond-pearl-dp-28.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Hippowdon,29,Rare,$0.49,Stage 1,hippowdon-diamond-pearl-dp-29.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Lopunny,30,Rare,$0.87,Stage 1,lopunny-diamond-pearl-dp-30.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Machamp,31,Rare,$0.78,Stage 2,machamp-diamond-pearl-dp-31.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Medicham,32,Rare,$0.47,Stage 1,medicham-diamond-pearl-dp-32.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Munchlax,33,Rare,$1.63,Basic,munchlax-diamond-pearl-dp-33.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Noctowl,34,Rare,$0.47,Stage 1,noctowl-diamond-pearl-dp-34.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Pachirisu,35,Rare,$1.53,Basic,pachirisu-diamond-pearl-dp-35.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Purugly,36,Rare,$0.75,Stage 1,purugly-diamond-pearl-dp-36.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Snorlax,37,Rare,$0.78,Basic,snorlax-diamond-pearl-dp-37.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Steelix,38,Rare,$0.84,Stage 1,steelix-diamond-pearl-dp-38.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Vespiquen,39,Rare,$0.61,Stage 1,vespiquen-diamond-pearl-dp-39.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Weavile,40,Rare,$0.61,Stage 1,weavile-diamond-pearl-dp-40.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Wobbuffet,41,Rare,$0.75,Basic,wobbuffet-diamond-pearl-dp-41.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Wynaut,42,Rare,$0.97,Basic,wynaut-diamond-pearl-dp-42.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Budew,43,Uncommon,$3.00,Basic,budew-diamond-pearl-dp-43.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Cascoon,44,Uncommon,$0.31,Stage 1,cascoon-diamond-pearl-dp-44.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Cherrim,45,Uncommon,$0.38,Stage 1,cherrim-diamond-pearl-dp-45.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Drifloon,46,Uncommon,$0.50,Basic,drifloon-diamond-pearl-dp-46.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Dusclops,47,Uncommon,$0.25,Stage 1,dusclops-diamond-pearl-dp-47.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Elekid,48,Uncommon,$0.71,Basic,elekid-diamond-pearl-dp-48.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Grotle,49,Uncommon,$0.34,Stage 1,grotle-diamond-pearl-dp-49.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Haunter,50,Uncommon,$0.61,Stage 1,haunter-diamond-pearl-dp-50.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Hippopotas,51,Uncommon,$0.24,Basic,hippopotas-diamond-pearl-dp-51.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Luxio,52,Uncommon,$0.44,Stage 1,luxio-diamond-pearl-dp-52.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Machoke,53,Uncommon,$0.33,Stage 1,machoke-diamond-pearl-dp-53.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Magneton,54,Uncommon,$0.26,Stage 1,magneton-diamond-pearl-dp-54.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Mantyke,55,Uncommon,$13.35,Basic,mantyke-diamond-pearl-dp-55.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Monferno,56,Uncommon,$0.30,Stage 1,monferno-diamond-pearl-dp-56.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Nuzleaf,57,Uncommon,$0.31,Stage 1,nuzleaf-diamond-pearl-dp-57.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Prinplup,58,Uncommon,$0.34,Stage 1,prinplup-diamond-pearl-dp-58.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Rapidash,59,Uncommon,$0.32,Stage 1,rapidash-diamond-pearl-dp-59.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Rhydon,60,Uncommon,$0.40,Stage 1,rhydon-diamond-pearl-dp-60.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Riolu,61,Uncommon,$0.34,Basic,riolu-diamond-pearl-dp-61.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Seaking,62,Uncommon,$0.40,Stage 1,seaking-diamond-pearl-dp-62.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Silcoon,63,Uncommon,$0.25,Stage 1,silcoon-diamond-pearl-dp-63.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Staravia,64,Uncommon,$0.30,Stage 1,staravia-diamond-pearl-dp-64.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Unown A,65,Uncommon,$0.50,Basic,unown-a-diamond-pearl-dp-65.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Unown B,66,Uncommon,$0.30,Basic,unown-b-diamond-pearl-dp-66.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Unown C,67,Uncommon,$0.53,Basic,call-diamond-pearl-dp-67.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Unown D,68,Uncommon,$0.35,Basic,unown-d-diamond-pearl-dp-68.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Azurill,69,Common,$1.46,Basic,azurill-diamond-pearl-dp-69.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Bidoof,70,Common,$0.25,Basic,bidoof-diamond-pearl-dp-70.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Bonsly,71,Common,$4.99,Basic,bonsly-diamond-pearl-dp-71.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Buizel,72,Common,$0.23,Basic,buizel-diamond-pearl-dp-72.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Buneary,73,Common,$0.27,Basic,buneary-diamond-pearl-dp-73.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Chatot,74,Common,$0.25,Basic,chatot-diamond-pearl-dp-74.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Cherubi,75,Common,$0.30,Basic,cherubi-diamond-pearl-dp-75.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Chimchar,76,Common,$0.35,Basic,chimchar-diamond-pearl-dp-76.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Clefairy,77,Common,$0.37,Basic,clefairy-diamond-pearl-dp-77.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Cleffa,78,Common,$0.40,Basic,cleffa-diamond-pearl-dp-78.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Combee,79,Common,$0.35,Basic,combee-diamond-pearl-dp-79.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Duskull,80,Common,$0.27,Basic,duskull-diamond-pearl-dp-80.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Electabuzz,81,Common,$0.27,Basic,electabuzz-diamond-pearl-dp-81.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Gastly,82,Common,$0.27,Basic,gastly-diamond-pearl-dp-82.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Glameow,83,Common,$0.32,Basic,glameow-diamond-pearl-dp-83.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Goldeen,84,Common,$0.25,Basic,goldeen-diamond-pearl-dp-84.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Hoothoot,85,Common,$0.25,Basic,hoothoot-diamond-pearl-dp-85.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Machop,86,Common,$0.32,Basic,machop-diamond-pearl-dp-86.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Magnemite,87,Common,$0.25,Basic,magnemite-diamond-pearl-dp-87.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Marill,88,Common,$0.31,Basic,marill-diamond-pearl-dp-88.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Meditite,89,Common,$0.25,Basic,meditite-diamond-pearl-dp-89.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Mime Jr.,90,Common,$0.48,Basic,mime-jr.-diamond-pearl-dp-90.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Misdreavus,91,Common,$0.30,Basic,misdreavus-diamond-pearl-dp-91.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Onix,92,Common,$0.30,Basic,onix-diamond-pearl-dp-92.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Piplup,93,Common,$0.30,Basic,piplup-diamond-pearl-dp-93.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Ponyta,94,Common,$0.25,Basic,ponyta-diamond-pearl-dp-94.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Rhyhorn,95,Common,$0.30,Basic,rhyhorn-diamond-pearl-dp-95.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Roselia,96,Common,$0.31,Basic,roselia-diamond-pearl-dp-96.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Seedot,97,Common,$0.25,Basic,seedot-diamond-pearl-dp-97.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Shinx,98,Common,$0.37,Basic,shinx-diamond-pearl-dp-98.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Skorupi,99,Common,$0.29,Basic,skorupi-diamond-pearl-dp-99.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Sneasel,100,Common,$0.25,Basic,sneasel-diamond-pearl-dp-100.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Starly,101,Common,$0.29,Basic,starly-diamond-pearl-dp-101.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Stunky,102,Common,$0.28,Basic,stunky-diamond-pearl-dp-102.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Turtwig,103,Common,$0.33,Basic,turtwig-diamond-pearl-dp-103.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Wurmple,104,Common,$0.25,Basic,wurmple-diamond-pearl-dp-104.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Double Full Heal,105,Uncommon,$0.23,-----,double-full-heal-diamond-pearl-dp-105.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Energy Restore,106,Uncommon,$0.34,-----,energy-restore-diamond-pearl-dp-106.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Energy Switch,107,Uncommon,$0.25,-----,energy-switch-diamond-pearl-dp-107.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Night Pokémon Center,108,Uncommon,$0.25,-----,night-pokemon-center-diamond-pearl-dp-108.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,PlusPower,109,Uncommon,$0.25,-----,pluspower-diamond-pearl-dp-109.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Poké Ball,110,Uncommon,$0.23,-----,poke-ball-diamond-pearl-dp-110.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Pokédex HANDY910is,111,Uncommon,$0.30,-----,pokedex-handy910is-diamond-pearl-dp-111.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Professor Rowan,112,Uncommon,$0.33,-----,professor-rowan-diamond-pearl-dp-112.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Rival,113,Uncommon,$0.25,-----,rival-diamond-pearl-dp-113.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Speed Stadium,114,Uncommon,$0.37,-----,speed-stadium-diamond-pearl-dp-114.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Super Scoop Up,115,Uncommon,$0.50,-----,super-scoop-up-diamond-pearl-dp-115.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Warp Point,116,Uncommon,$0.47,-----,warp-point-diamond-pearl-dp-116.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Energy Search,117,Common,$0.25,-----,energy-search-diamond-pearl-dp-117.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Potion,118,Common,$0.21,-----,potion-diamond-pearl-dp-118.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Switch,119,Common,$0.43,-----,switch-diamond-pearl-dp-119.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Empoleon LV.X,120,Rare Holo LV.X,$29.00,Level-Up,empoleon-lv.x-diamond-pearl-dp-120.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Infernape LV.X,121,Rare Holo LV.X,$5.70,Level-Up,infernape-lv.x-diamond-pearl-dp-121.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Torterra LV.X,122,Rare Holo LV.X,$8.50,Level-Up,torterra-lv.x-diamond-pearl-dp-122.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Grass Energy,123,Common,$0.37,-----,grass-energy-diamond-pearl-dp-123.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Fire Energy,124,Common,$0.40,-----,fire-energy-diamond-pearl-dp-124.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Water Energy,125,Common,$0.25,-----,water-energy-diamond-pearl-dp-125.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Lightning Energy,126,Common,$2.25,-----,lightning-energy-diamond-pearl-dp-126.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Psychic Energy,127,Common,$1.89,-----,psychic-energy-diamond-pearl-dp-127.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Fighting Energy,128,Common,$0.24,-----,fighting-energy-diamond-pearl-dp-128.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Darkness Energy,129,Common,$1.60,-----,darkness-energy-diamond-pearl-dp-129.jpg
Diamond & Pearl,Diamond & Pearl,130,DP,Metal Energy,130,Common,$2.00,-----,metal-energy-diamond-pearl-dp-130.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Turtwig,DP01,Promo,$1.33,Basic,turtwig-diamond-pearl-promos-dp01.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Chimchar,DP02,Promo,$2.39,Basic,chimchar-diamond-pearl-promos-dp02.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Piplup,DP03,Promo,$1.79,Basic,piplup-diamond-pearl-promos-dp03.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Pachirisu,DP04,Promo,$0.55,Basic,pachirisu-diamond-pearl-promos-dp04.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Tropical Wind,DP05,Promo,-----,-----,tropical-wind-diamond-pearl-promos-dp05.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Buneary,DP06,Promo,$0.94,Basic,buneary-diamond-pearl-promos-dp06.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Cranidos,DP07,Promo,$2.98,Stage 1,cranidos-diamond-pearl-promos-dp07.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Shieldon,DP08,Promo,$1.55,Stage 1,shieldon-diamond-pearl-promos-dp08.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Torterra LV.X,DP09,Promo,$4.00,Level-Up,torterra-lv.x-diamond-pearl-promos-dp09.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Infernape LV.X,DP10,Promo,$5.19,Level-Up,infernape-lv.x-diamond-pearl-promos-dp10.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Empoleon LV.X,DP11,Promo,$6.39,Level-Up,empoleon-lv.x-diamond-pearl-promos-dp11.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Lucario LV.X,DP12,Promo,$6.49,Level-Up,lucario-lv.x-diamond-pearl-promos-dp12.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Buizel,DP13,Promo,$1.80,Basic,buizel-diamond-pearl-promos-dp13.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Chatot,DP14,Promo,$7.99,Basic,chatot-diamond-pearl-promos-dp14.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Shinx,DP15,Promo,$7.29,Basic,shinx-diamond-pearl-promos-dp15.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Pikachu,DP16,Promo,$19.99,Basic,pikachu-diamond-pearl-promos-dp16.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Dialga LV.X,DP17,Promo,$9.00,Level-Up,dialga-lv.x-diamond-pearl-promos-dp17.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Palkia LV.X,DP18,Promo,$19.99,Level-Up,palkia-lv.x-diamond-pearl-promos-dp18.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Darkrai LV.X,DP19,Promo,$12.45,Level-Up,darkrai-lv.x-diamond-pearl-promos-dp19.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Magmortar,DP20,Promo,$0.95,Stage 1,magmortar-diamond-pearl-promos-dp20.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Raichu,DP21,Promo,$2.30,Stage 1,raichu-diamond-pearl-promos-dp21.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Mime Jr.,DP22,Promo,$1.45,Basic,mime-jr.-diamond-pearl-promos-dp22.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Glameow,DP23,Promo,$0.98,Basic,glameow-diamond-pearl-promos-dp23.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Darkrai,DP24,Promo,$1.50,Basic,darkrai-diamond-pearl-promos-dp24.jpg
Diamond & Pearl,Diamond & Pearl Promos,-----,DP,Tropical Wind,DP25,Promo,-----,-----,tropical-wind-diamond-pearl-promos-dp25.jpg
